,embedding,label
10,"[0.0994295999, 0.2175191343, 0.6031104922, 0.1394001842, -0.1213428453, 0.0335883088, 0.6132732630000001, -0.3297791779, -0.255808562, 0.25002563, -0.06834957750000001, -0.3558623493, -0.0444795378, -0.6281371713, 0.16248151660000001, 0.40479767320000004, 0.1647712737, 0.0669687539, 0.344610095, -0.06843224910000001, 0.11621840300000001, -0.357355535, -0.21301046010000002, 0.0668121502, 0.065690808, -0.2846992016, 0.34495624900000005, 0.0119388429, 0.07994391020000001, -0.18354183440000002, -0.2402887046, 0.4273150563, 0.1983522624, 0.0517587028, -0.0299702268, -0.0315658562, -0.269970417, -0.3578891456, 0.046657972000000006, -0.0361214355, 0.2669442594, -0.019135864500000002, 0.6696232557, -0.0118236747, 0.1018888354, -0.25440788270000003, -0.2465848029, -0.6188222170000001, 0.17038075630000002, -0.1035136059, -0.20059956610000002, 0.075299345, -0.1366898417, -0.3048295975, 0.7259714007, -0.0755744129, -0.1410736889, -0.3567015529, -0.1199679822, -0.2371284068, -0.4149698019, -0.0327181593, -0.2481302917, 0.0069402456000000005, 0.5686243176, -0.1354310662, 0.1112479568, -0.0084482832, 0.2627567053, -0.0257817078, 0.103737615, -0.1452843249, 0.1627626121, -0.1346440166, 0.1231279671, -0.0032888167, 0.4899858832, 0.1521192491, -0.289639771, 0.2767755985, -0.13922591510000001, -0.28638592360000004, -0.3304265738, -0.0088933054, 0.10499283670000001, 0.20077785850000002, 0.4245391786, 0.0161559768, -0.2220495492, -0.0285424609, 0.28650933500000003, -0.35515263680000003, -0.0880327746, -0.1631396115, 0.2732682228, 0.061083011300000004, -0.1379253119, 0.0341058187, 0.5778930783, -0.0020599244, 0.023262634900000002, -0.0202451535, -0.0473314263, 0.2576063871, 0.5783922672, 0.0497189686, 0.0082461163, 0.1383337975, 0.5742394328, -0.31961381440000003, -0.0179776624, 0.5374447107, 0.4770635664, 0.370559752, 0.39486217500000004, 0.1369544715, -0.2632994354, -0.1715550721, -0.0711766779, 0.3142340779, -0.07845933740000001, -0.0062444136, 0.1944084167, -0.3567068279, 0.1197208017, -0.1611061841, 0.5118098259, -0.11742006240000001]",1
11,"[-0.0982980207, 0.09886071090000001, 0.24537749590000002, 0.17163403330000002, 0.0077138501, -0.0692577362, 0.5348687172000001, -0.3190790713, -0.0292775072, 0.31591963770000003, -0.0651310533, -0.39234584570000003, -0.0134930685, -0.4562924504, 0.22347809370000002, 0.4726369381, -0.1892132461, -0.0519113168, 0.1561478227, 0.1602262706, 0.2349779308, -0.2921235561, -0.5132420659, 0.1261766553, 0.09747524560000001, 0.026228657000000002, 0.2721599936, -0.1918227673, 0.1357392222, -0.1320667267, 0.12342274190000001, 0.3682243228, 0.36561337110000003, 0.0390282124, -0.2134206891, 0.2348904014, 0.1314840764, 0.0530643389, 0.2384634167, 0.1775092781, -0.0490442738, -0.0389590561, 0.9587197900000001, 0.2160332054, 0.095548965, -0.2396372557, -0.1952378005, -0.39699336890000003, 0.0134887099, 0.1376827806, 0.0506398343, 0.2041580975, 0.24118897320000002, -0.3979232311, 0.2630031705, -0.0713248774, -0.07222028080000001, -0.2466315627, -0.1726330817, -0.2539096475, -0.3242937028, -0.30758550760000003, -0.5781224966, -0.0975741297, 0.6303919554, -0.1128950566, 0.14578330520000002, -0.0888988525, 0.1416215748, -0.2665419281, -0.10258419810000001, -0.21207623180000001, 0.0035099126000000002, 0.0866539925, -0.0026962003000000003, -0.1323809326, 0.1508406252, 0.1479486227, -0.014273295200000001, 0.1911726743, 0.0232214686, -0.0508925095, -0.18573375050000002, 0.43532404300000005, -0.169093132, -0.1502604932, 0.3728894889, -0.038390614100000005, -0.1124854609, -0.1506244987, 0.2928355038, 0.005278999, 0.0033625951, -0.0836168677, 0.4534268379, 0.1253617257, -0.156200856, -0.0301474109, 0.5694788694, -0.07396624980000001, -0.18729411070000002, 0.157656014, 0.18879567090000002, 0.2260555923, 0.40822568540000004, -0.1607913524, -0.0739445239, 0.2814816236, 0.21011167760000002, -0.3697735071, -0.06367068740000001, 0.44956234100000003, 0.2743196189, 0.5075569749000001, 0.2472494841, 0.0195061509, -0.1460032016, -0.3091119826, 0.08949434760000001, 0.2606450021, 0.025550659700000002, -0.0608530231, 0.2422204316, -0.529209137, 0.13331142070000002, -0.0128377881, 0.8033912778000001, -0.0717526972]",0
12,"[-0.0967460126, -0.1847835779, 0.41285720470000004, -0.0141520714, 0.0106007019, -0.10392922160000001, 0.4614098668, -0.23451712730000002, 0.0688709915, 0.1591330022, -0.0171178095, -0.301337719, 0.1109038442, -0.3150361776, 0.1566538066, 0.47001585360000003, -0.079048723, 0.030417427400000002, 0.08602491770000001, -0.1403541714, 0.1777339429, -0.2651194334, -0.2307049334, -0.087580584, 0.2697908878, -0.0593038127, 0.1458005309, -0.1419031024, 0.08846849200000001, -0.16649480160000002, 0.21502578260000002, 0.33668681980000004, -0.0031821867000000003, 0.1211307496, 0.0052718669, 0.3333203495, -0.18594777580000002, -0.0863177702, 0.0619142354, -0.0056015328000000005, 0.1671762466, -0.15241603550000002, 0.4936387539, -0.0726236999, 0.0173567906, 0.016537716600000002, -0.24970100820000002, -0.33223557470000004, 0.0921749547, 0.0160323326, -0.25368615980000003, -0.0765403882, 0.22156775, -0.2676689923, 0.5894483328, -0.13114821910000002, -0.1194758266, -0.0796549246, 0.1150826439, -0.1905422956, -0.1260335594, -0.1608266532, -0.035789948, 0.0424770154, 0.46763032670000004, -0.1321406215, 0.040892742600000004, 0.0310720596, 0.21789450940000002, -0.1394249648, 0.1375765651, -0.1171481833, 0.0824058503, -0.068142958, -0.0304825082, 0.0740331411, 0.3293102086, 0.16503526270000002, 0.008486954500000001, 0.0471853614, -0.10810782020000001, -0.11527795340000001, -0.16846445200000001, 0.0876251012, 0.0262487289, -0.1109836996, 0.202935636, -0.0208286829, -0.2065487802, -0.1349950433, 0.0960065573, -0.1798163801, -0.2105986327, -0.0876286626, 0.1700043678, 0.0525930561, -0.0875464529, -0.0838941187, 0.4474775791, -0.0667932928, -0.0644522682, -0.027910249300000002, 0.0184191689, 0.38749632240000004, 0.3817888796, 0.1355147809, 0.18676763770000002, 0.2731383741, 0.3347577751, -0.0494207516, -0.1033526361, 0.5492967963000001, 0.2338961661, 0.3370527327, 0.1955095083, -0.011054465500000001, -0.0665845722, 0.1687875688, -0.09769437460000001, 0.27958354350000003, -0.1829676777, 0.008548283, 0.014524775600000001, -0.32548365, 0.11288274820000001, -0.1060290933, 0.3613775074, -0.0011418723]",1
13,"[-0.1248841658, 0.0032432219, 0.4328887463, 0.18267321590000002, -0.1033932567, -0.21203714610000002, 0.5273587108000001, -0.3333791196, -0.0324202403, 0.3119672835, -0.0423719995, -0.4978344738, -0.1520297527, -0.5341917276, 0.2885040343, 0.4345414937, -0.0028849971000000003, -0.0940210223, 0.2813001573, -0.019416011900000002, 0.1252230704, -0.1853729784, -0.4622098804, -0.0022489885, 0.012326512500000001, 0.0022390857000000003, 0.2365352809, -0.1783557385, 0.07627510280000001, -0.11905607580000001, -0.0070739957, 0.46798038480000004, -0.0271308813, 0.1372106075, 0.0201698989, 0.0088748075, -0.3206571639, -0.2079826146, 0.034576941300000004, 0.15013684330000002, 0.1919746846, -0.0705297887, 0.7709086537000001, 0.0553526133, -0.0013884632, -0.11382815240000001, -0.17523022, -0.4594330192, 0.21936684850000002, -0.0503233448, 0.062656343, 0.0310304388, 0.062239062000000005, -0.4443170428, 0.4937094152, -0.1733210236, -0.089884907, -0.4121288061, 0.0003401153, -0.4482401311, -0.33138462900000004, -0.1780516207, -0.3147076964, -0.0013019182, 0.7334188819, -0.2510092854, 0.1377272755, 0.0266002584, 0.1201721579, -0.1585983038, -0.045316204400000004, -0.073296912, 0.0714134648, 0.03781005, 0.0227454565, -0.0173945557, 0.3136183918, 0.0524494573, -0.1130186468, 0.0642158538, -0.19344805180000002, -0.1798114926, -0.1873918772, 0.198846966, -0.0034596510000000002, 0.0353073925, 0.5095741153, -0.07842820140000001, -0.356842339, -0.2676827908, 0.3187045455, -0.1269116104, 0.13851024210000001, -0.0472290441, 0.2982583046, 0.3143446445, -0.0609053783, -0.4024003148, 0.7023331523, -0.047427922500000004, -0.2309305817, -0.030691232500000002, -0.0941346437, 0.10629688200000001, 0.30325731640000003, -0.058949384800000004, -0.0416652411, 0.34522819520000003, 0.38266810770000004, -0.35449400540000003, 0.0029085064, 0.5617178082000001, 0.4388181269, 0.5290414691, 0.2832732797, -0.06111592800000001, -0.0793650895, -0.1352688074, 0.0358477943, 0.0942023322, 0.0489071161, 0.0799552724, 0.11783457550000001, -0.4886061251, 0.1186551601, -0.1955233812, 0.5620654821000001, -0.0537608564]",0
14,"[0.1033290327, 0.0942098647, 0.6351211071, 0.2519913912, -0.0597875342, -0.14163646100000002, 0.4805418253, -0.2637168467, -0.1409492195, 0.4738896489, -0.2209844589, -0.44583666320000004, 0.048277311, -0.6099704504, 0.1607760638, 0.45746752620000003, 0.0411460027, -0.0101613682, 0.1347454637, -0.0815951079, 0.34754526620000004, -0.3647891283, -0.1976756752, -0.1673878133, 0.0781600848, -0.5035665035, 0.0829469711, -0.1437510699, 0.2433038503, -0.0427757427, -0.1535576135, 0.25716522340000003, 0.2239762247, 0.0319815502, 0.013697907300000001, 0.1097512618, -0.3160259426, -0.24593545500000003, 0.0785253122, 0.019852558200000002, 0.1448847502, -0.097405538, 0.4959374368, -0.1345833093, -0.0522893295, -0.2712821364, -0.1757238209, -0.6376553178000001, 0.0226946119, -0.0705494806, -0.106937848, 0.1761583686, -0.1617129743, -0.200938642, 0.710655272, -0.29084658620000003, -0.14805534480000002, -0.3163674474, 0.2287364304, -0.266015023, -0.3770652413, -0.09030500050000001, -0.3296659887, 0.0823168308, 0.6150032282, -0.1347546279, 0.1137150079, 0.0315458067, 0.3411536813, -0.2903085053, -0.0139740305, -0.2074858099, -0.0007023271, -0.0936310217, -0.0453530326, -0.1462981999, 0.3716150224, -0.0221781507, -0.2185567021, 0.1419412345, -0.0953918993, -0.1778043061, -0.35634899140000004, 0.2326823026, 0.1186175644, 0.0934247598, 0.29398459200000004, -0.2336790413, -0.1552390754, -0.18076618020000002, 0.1396586746, -0.37120708820000003, -0.0362011231, -0.07444910710000001, 0.23649670180000001, 0.026661524500000002, -0.0490902141, -0.0608604103, 0.5354146957, 0.1123399362, -0.24339930710000002, 0.036432486, 0.1745769382, 0.428386718, 0.3688282073, 0.1622329354, 0.2812075019, 0.19451238210000002, 0.3115339279, -0.4191514254, -0.0056841951, 0.6402186751000001, 0.6225705147, 0.5131198168000001, 0.4121642411, 0.2573152781, -0.19031819700000002, -0.20359864830000002, -0.1929197162, 0.0662336797, 0.1095578596, -0.0747974217, 0.12258490920000001, -0.38365480300000004, 0.0281832591, -0.15754280980000002, 0.34610152240000003, -0.09284383060000001]",0
15,"[0.077622436, 0.0808616877, 0.6558834910000001, 0.1454303712, 0.0378976241, -0.1729340255, 0.2740481198, -0.0893397778, -0.1471579671, 0.34401896600000004, -0.0045446008000000005, -0.4065095186, -0.0041608326, -0.4232964516, 0.2322539985, 0.5325089097, 0.14530578260000002, 0.0671757013, 0.327688545, -0.0770633221, 0.011090047700000001, -0.2488651574, -0.2091115415, -0.011806678000000001, 0.1266137362, -0.0970539525, 0.1069949418, -0.12223092470000001, 0.2656595111, -0.1378826946, -0.0760157108, 0.3439857364, 0.16491131480000001, 0.1342238784, -0.0508028045, 0.0896721259, -0.35819208620000004, -0.18193016950000002, -0.050342265500000004, -0.0819194689, 0.16450254620000002, -0.1611584425, 0.3465589881, -0.026371797500000002, 0.09181881700000001, -0.1444377154, -0.23311594130000002, -0.6389732957, -0.0641104728, -0.1386548579, -0.1547012776, -0.0371299125, -0.14278836550000001, -0.35810640450000003, 0.45323386790000003, -0.033176086800000004, -0.1660949439, -0.2824894786, 0.1671313941, -0.226894334, -0.3435640633, 0.073000595, -0.24575378, 0.021225214000000003, 0.3914812505, -0.0765709653, 0.1608990133, -0.044816024600000004, 0.1610026807, 0.0042687422, -0.06766776000000001, -0.11562481520000001, 0.1255632788, -0.11989381160000001, 0.031867541400000005, -0.0570789427, 0.1983850151, -0.1750142574, -0.20204186440000002, -0.0117149763, 0.0498760715, -0.153554827, -0.3568933904, 0.0967391133, -0.0588535704, 0.1393831819, 0.24495036900000003, 0.0251272954, -0.3360803723, -0.145712167, 0.28506428, -0.3041951656, -0.037835367, -0.1265569478, 0.1520455033, -0.0745721087, 0.1383151561, -0.1270036548, 0.3893822134, -0.0860610306, -0.2841929495, 0.0025736336000000003, 0.0782442093, 0.1941538006, 0.43030199410000003, -0.024377726000000002, 0.30482476950000004, 0.16702736910000002, 0.2576553822, -0.1928362697, -0.018657872500000002, 0.3883769214, 0.25595989820000004, 0.5824552774, 0.23434337970000002, -0.1452007145, 0.070061855, -0.0413389541, -0.0882268995, 0.08405830710000001, -0.0948356092, 0.026959221800000002, 0.026075303600000002, -0.3666214347, 0.258587122, -0.240950197, 0.40667948130000003, -0.0457309708]",0
16,"[0.008913788, -0.1721613854, 0.5078852177000001, 0.120647341, 0.1141382679, 0.049643375000000003, 0.18177181480000001, -0.10011692350000001, -0.2972188294, 0.1775230169, -0.2428744733, -0.2275485694, 0.09753616150000001, -0.0564754009, 0.1581473202, 0.4270242155, 0.0278132502, 0.1218226701, 0.2688470483, -0.201292038, -0.1102361381, -0.013639113900000001, -0.20206710700000002, -0.1484553516, 0.1225367188, -0.5479700565, 0.1455799788, -0.24185770750000002, -0.021946044600000002, -0.07912099360000001, 0.070333086, 0.2600317299, 0.2191752344, 0.1021563858, -0.027151867700000002, 0.01710888, -0.23754499850000002, 0.0868571922, -0.0633356124, 0.3568613231, 0.21971511840000002, -0.1493907422, 0.0447114781, -0.4071887434, -0.050160542100000004, -0.26004210110000003, -0.1934731305, -0.6382261515000001, 0.053837239700000004, 0.0267924946, -0.4369408786, -0.25395613910000003, 0.0636663884, 0.1756980121, 0.271928966, -0.060271590900000005, -0.1818509698, -0.0005588026, 0.068777293, -0.2065439075, -0.40668261050000004, 0.1802154332, 0.0340136401, -0.17386443910000002, 0.3833572268, 0.09950271990000001, 0.1003029644, 0.2789476514, 0.3276968598, -7.839900000000001e-06, 0.09745340050000001, -0.071687229, 0.0768961757, -0.19583833220000002, -0.2096545398, -0.028586829100000002, 0.4649374485, -0.1907997727, -0.1596798748, -0.0897435471, -0.198721543, -0.4986599088, -0.1086507738, 0.0458947867, 0.2033759356, -0.1598080099, 0.07878701390000001, -0.1754029691, -0.0769359991, -0.3671123087, 0.1863255948, -0.29975602030000004, -0.0798227638, -0.0215822142, 0.025723245000000002, -0.0969556421, -0.04019247, -0.21353966, 0.1708792895, 0.0162840858, -0.1610223204, 0.1743139029, 0.38689905410000003, 0.4504693151, 0.1960141361, 0.2862324119, -0.0699004903, 0.3654167056, 0.4184838235, -0.2101843655, 0.06825672840000001, 0.4299042523, 0.38113713260000004, 0.2481258214, 0.059238143300000004, 0.2292124033, -0.1475741714, 0.0937844813, 0.0564761274, 0.0511907563, -0.0868638605, 0.013146, 0.1528406888, -0.16404280070000002, 0.1646691263, 0.034342505, 0.1256066114, -0.1793005764]",1
17,"[0.18278548120000002, -0.0455198959, 0.7519740462000001, 0.165178299, -0.1257480085, 0.0078548416, 0.5854258537, -0.0900652036, -0.097307086, 0.6305179596, -0.011948309800000001, -0.44823062420000004, 0.0837199166, -0.5416194201, 0.1362651139, 0.5114262104, 0.08286463470000001, -0.0353890061, 0.2569140196, 0.008537154600000001, 0.2793575227, -0.5398908854, -0.2211763263, 0.0230879374, 0.1916166842, -0.31047654150000004, 0.09440788630000001, -0.0636894107, 0.2374059856, -0.211991325, 0.0026769266000000002, 0.38782903550000003, 0.14867925640000001, 0.0043421593000000005, 0.16396622360000002, 0.019759452, -0.4056286812, -0.3656509519, 0.1016639099, -0.024968937, 0.1826815605, -0.2543565035, 0.5445812345000001, 0.036715626700000004, 0.0123807732, -0.3275241852, -0.24491898720000002, -0.5588260293, 0.0767638013, -0.0404332951, -0.1858688295, 0.1775840521, -0.2434003949, -0.1526317894, 0.6945691109000001, -0.183357656, -0.2862560153, -0.2263765782, 0.1769465059, -0.32515776160000004, -0.5727417469, 0.06944679470000001, -0.19497516750000002, 0.11305087800000001, 0.6192598939, -0.2289118916, 0.07342282680000001, -0.1317736804, 0.1330614239, -0.0757101029, -0.050364308100000005, -0.1945187449, 0.1234068722, -0.1476721764, -0.1373949498, 0.1424533874, 0.2099756002, 0.056040365200000004, -0.2968226075, 0.0598324016, -0.08053936810000001, -0.1976478398, -0.42460095880000004, 0.1546638459, -0.0291685276, 0.054226011000000005, 0.4929619431, 0.0019741319, -0.3144646883, -0.1817409694, 0.260609597, -0.2979056537, -0.10670438410000001, -0.0262575652, 0.07020757350000001, 0.0339138769, -0.0799316689, -0.015142077600000001, 0.4651604891, 0.164359048, -0.11589288710000001, 0.07855799790000001, 0.1550697386, 0.29366999860000004, 0.4124970734, 0.10078629850000001, 0.0816744417, 0.0193453208, 0.37137666340000003, -0.373480171, -0.029848329700000002, 0.585793972, 0.4600794017, 0.7446399927, 0.2762321532, 0.0747784004, -0.0120234955, -0.0661572069, -0.06692191210000001, -0.0313335843, -0.1107504368, 0.0403720178, -0.0154266572, -0.3097551763, 0.0376585238, -0.0849237666, 0.6048094034, 0.030964661400000003]",0
18,"[-0.022600356500000002, -0.051158458000000004, 0.6148002148, 0.0846241489, -0.0456209816, 0.0388463698, 0.4097160697, -0.1729346812, -0.1301439106, 0.5345080495, -0.12941887970000002, -0.27268755440000003, -0.0559145473, -0.49919384720000004, 0.0657924563, 0.40913215280000004, 0.07951848210000001, 0.13581255080000001, 0.11802986260000001, 0.012342840400000001, 0.552195251, -0.3134181499, -0.035839252200000005, 0.0253537036, -0.0204884987, -0.5287129879, 0.1035276279, -0.1059585363, 0.21461549400000002, -0.2502925098, -0.00044444090000000003, 0.20458872620000002, 0.23779203000000002, 0.15209980310000001, 0.08270315830000001, 0.026005532600000002, -0.0931057632, -0.11971503500000001, 0.23561941090000002, 0.3190636337, -0.0282882825, -0.2683652341, 0.36058533190000003, 0.06292779, -0.0700897798, -0.3943981528, -0.46749755740000004, -0.8524078131, 0.0770955831, 0.039505437000000004, -0.3025088608, -0.0091637531, -0.0276172664, 0.1522564143, 0.5564514399, -0.1946324855, 0.0106629338, -0.1768826991, -0.1762569696, -0.2829092741, -0.4795991182, -0.1016728878, -0.2556475699, -0.0581660047, 0.4613174498, -0.1118830591, 0.0037175089000000003, 0.0050639035, 0.2365001887, -0.4222910106, -0.017811644800000002, -0.2843931615, 0.0557391979, -0.0942467302, 0.025705315200000002, -0.137575984, 0.2676936686, 0.043815434, -0.2259805501, 0.1675759554, -0.0817948505, -0.25721663240000003, -0.25139862300000004, 0.128237173, -0.078943789, 0.0662299991, 0.1274808049, -0.0608115643, -0.3083919585, -0.0794557929, 0.3273580968, -0.38485389950000004, 0.08586061, -0.0542969406, 0.2597064376, 0.0669881627, -0.0905491784, -0.1007183418, 0.7862408161000001, 0.1891192347, -0.2796483636, 0.19642853740000002, 0.20051565770000002, 0.38298261170000003, 0.4030981064, 0.1062056795, -0.1391398758, 0.1723619401, 0.18637469410000002, -0.3624242246, -0.2122067809, 0.39650622010000003, 0.6296952367, 0.3933639526, 0.3712082505, 0.15440750120000002, -0.0691797435, 0.0617435984, -0.18111059070000002, 0.06412367520000001, 0.0022986531, 0.054460063600000004, 0.062505208, -0.4693129063, 0.1422530413, -0.028620876400000002, 0.3606254458, -0.3942456841]",0
19,"[-0.0835402235, -0.1524625272, 0.4422608912, 0.052115462700000004, 0.0520057343, 0.0559307225, 0.6031351686, -0.2793165743, -0.2670110464, 0.2555214465, -0.0581755638, -0.38574385640000003, -0.11252531410000001, -0.6049784422000001, 0.35120922330000004, 0.6674852967, 0.016239352500000002, 0.0578516424, 0.3046558499, -0.2022889555, 0.2260758132, -0.1118457541, -0.3069424927, 0.0872191787, 0.10111450400000001, -0.23560085890000002, 0.18910449740000002, 0.1116070002, 0.2964625359, -0.2253684253, 0.1687832624, 0.3531779051, 0.1441608816, 0.21470920740000002, -0.1036815345, 0.19387154280000002, -0.1339187771, 0.16810482740000002, -0.0979909003, -0.0224688202, 0.2496881336, -0.0320613533, 0.7106412649, -0.0642913133, 0.098404929, -0.1461925209, -0.40625932810000004, -0.5569947362000001, 0.2587734461, 0.1169350073, -0.0931468755, 0.1636297703, 0.1876774728, -0.17906562980000001, 0.5991881490000001, -0.152726084, -0.3338371813, -0.3750979304, 0.0508435853, -0.2874025106, -0.3305968046, -0.2714987993, -0.1960105598, -0.0362199992, 0.7024228573, -0.08378943800000001, 0.2088413537, -0.0764278173, 0.3699712455, -0.0159319341, 0.13034997880000002, -0.1412656903, 0.054847382, -0.1046344265, -0.1233182922, 0.15077763800000002, 0.3494752049, -0.0193151496, -0.2534155846, -0.0423799679, -0.06450284270000001, -0.423561275, -0.18593388800000002, 0.1427474171, 0.0117512569, 0.0294371024, 0.1027534679, -0.1586999744, -0.2543892264, -0.09683046490000001, -0.020698577200000002, -0.20971044900000002, -0.1755742729, 0.09407338500000001, 0.2240213901, -0.052609846, -0.1795166731, -0.26971375940000003, 0.5140608549, 0.0322841592, -0.0463965945, 0.050687130500000004, 0.0623676628, 0.3530966938, 0.4479939938, 0.1991296113, -0.0211706031, 0.4661736488, 0.537451148, -0.4587065876, -0.1667072028, 0.6752861738, 0.4448308349, 0.4599332809, 0.3068173826, 0.1170423627, -0.2541846037, 0.0231217071, -0.037489824000000005, 0.31671896580000003, 0.10717462, 0.0741088688, 0.17885787790000002, -0.5776967406, 0.09876666220000001, -0.0627653673, 0.5243150592, -0.0160155017]",1
20,"[-0.0583987087, -0.0696539134, 0.7624211311, 0.0360716358, 0.1446413845, -0.0589934587, 0.5968049169, -0.2818335891, -0.2321483195, 0.4624252915, -0.08848447350000001, -0.3090443611, -0.0099196471, -0.4947505593, 0.2946326435, 0.500513196, 0.0568761006, -0.025988047900000002, 0.4601105452, -0.1787635088, 0.1388782412, -0.5226862431, -0.0596416891, -0.0698290691, 0.2310533524, -0.40575411920000004, 0.2108585238, -0.0290101226, 0.18355485800000002, -0.1099260002, 0.0395464972, 0.2626820505, 0.3009497225, 0.0200107507, 0.1426486969, 0.09712083640000001, -0.3603699803, -0.2650640607, -0.0748485923, -0.0442719385, 0.2309511304, 0.0004567141, 0.4207427204, -0.1273534298, 0.15465015170000002, -0.1093722582, -0.4099645615, -0.6842334867000001, 0.095181495, -0.079428494, -0.2037741095, 0.0214803051, -0.1288233101, -0.0342974216, 0.76974231, -0.059332143500000004, -0.2136230022, -0.2742025852, 0.0493372828, -0.2522163987, -0.4632026255, 0.043291226, -0.269480437, -0.1094209626, 0.7618327141, -0.0426716059, 0.0304113757, -0.1571276784, 0.35716784, -0.1044506729, 0.1242374703, -0.26229417320000004, 0.0191873759, -0.0541840494, 0.1059853137, -0.15794080500000002, 0.3851545155, -0.035381332, -0.1482644975, 0.0531394444, -0.0257294066, -0.3907202482, -0.3109363317, 0.1435361356, 0.1487409621, -0.128222838, 0.33077439670000003, -0.17469003800000002, -0.2214889824, -0.096611239, 0.4001397491, -0.4461365044, -0.1926541924, -0.055196940900000005, 0.2401876748, -0.16979217530000001, -0.031361885400000004, -0.1052098572, 0.5217517018, -0.0611205399, -0.2475884855, 0.0454886183, 0.1563108712, 0.2629140615, 0.5426117182, -0.1129077747, 0.1212735176, -0.0023053996000000003, 0.4071012735, -0.2270507812, -0.1354066432, 0.5546832085, 0.4281697273, 0.7393906116000001, 0.29827842120000003, 0.0942644626, -0.177921772, -0.2271194011, 0.010960225, 0.1629125029, -0.0689785406, 0.036547523000000005, 0.0290913936, -0.3117662966, 0.1356584728, -0.07548744980000001, 0.6014264226, 0.0031461902]",0
21,"[-0.30578646060000003, -0.1596189886, 0.2409446687, 0.1520368457, 0.08522413670000001, -0.2005518377, 0.639264524, -0.1991780847, -0.0750432983, 0.32757699490000003, 0.12296654280000001, -0.4830044806, -0.1160028726, -0.49152940510000004, 0.1094208658, 0.2926178277, -0.0265716072, -0.3316552639, 0.0193615183, 0.035319738100000005, 0.3379833996, -0.5047217011, -0.345500201, 0.0453039072, -0.11227784310000001, -0.0749742463, 0.17408807580000002, -0.0574526973, 0.1497420371, -0.0279339943, 0.0884260982, 0.244663015, 0.1040562615, 0.1327949911, 0.0694691613, 0.0498424396, 0.0146924406, 0.0050205411, 0.1305180341, 0.0729226097, 0.0430234112, -0.0491532758, 0.7787669897, 0.1545000374, -0.1447007656, -0.1238751337, -0.119297497, -0.4250024855, -0.0491456427, -0.0703829676, -0.0214479566, 0.0913710296, 0.1979891956, -0.3073963523, 0.4958174229, -0.0970120057, -0.1856333762, -0.23374386130000002, -0.0768108815, -0.3612223268, -0.3656666577, -0.3777725697, -0.3744183481, 0.1842347831, 0.7273748517, -0.188840434, 0.0021486357, -0.1778028607, 0.1558006704, -0.0400458127, -0.028202790800000002, -0.1549353004, -0.1548111141, 0.0334326252, 0.1686048508, -0.0569608361, 0.1885583401, 0.3792591691, -0.0898804367, 0.1591135561, -0.0011638626, -0.176473394, -0.010576928000000001, 0.11355061080000001, -0.0808193609, 0.0669725537, 0.4275844693, -0.0018062890000000002, -0.21955172720000002, -0.17417952420000002, 0.3308096826, -0.0322337784, -0.095824793, -0.017399657500000002, 0.47865664960000004, 0.1707803458, -0.2159103453, -0.2017683983, 0.7778660059, -0.0204986297, -0.2919607759, -0.0731357634, 0.1156840175, 0.1571909189, 0.3228277564, -0.0048648641000000005, -0.1163067445, 0.27268034220000004, 0.10076452050000001, -0.106771484, -0.18694145980000001, 0.6020461321, 0.4222444892, 0.3797854185, 0.14212374390000002, -0.0401266739, -0.3508194387, -0.1667851955, 0.30356597900000004, 0.28619340060000004, -0.0906775892, 0.0817036256, 0.3974174857, -0.4200914502, 0.10860915480000001, -0.16921985150000002, 0.6079925299, -0.006327578800000001]",0
